model_name,class_type,model_id,window_id,split,accuracy,n_obs,n_pred_0,n_true_0,n_pred_1,n_true_1,n_pred_minus_1,n_true_minus_1
logit,multiclass,logit_multiclass,win_12,test,0.5806451612903226,62.0,62.0,36.0,0.0,8.0,0.0,18.0
logit,multiclass,logit_multiclass,win_13,train,0.5067513899920572,1259.0,1192.0,642.0,43.0,334.0,24.0,283.0
logit,multiclass,logit_multiclass,win_13,val,0.45161290322580644,62.0,34.0,18.0,11.0,18.0,17.0,26.0
logit,multiclass,logit_multiclass,win_13,test,0.26229508196721313,61.0,1.0,20.0,8.0,24.0,52.0,17.0
logit,multiclass,logit_multiclass,win_14,train,0.7567567567567568,1258.0,1258.0,952.0,0.0,162.0,0.0,144.0
logit,multiclass,logit_multiclass,win_14,val,0.6065573770491803,61.0,61.0,37.0,0.0,16.0,0.0,8.0
logit,multiclass,logit_multiclass,win_14,test,0.8125,64.0,64.0,52.0,0.0,7.0,0.0,5.0
logit,multiclass,logit_multiclass,win_15,train,0.5023847376788553,1258.0,1188.0,627.0,61.0,338.0,9.0,293.0
logit,multiclass,logit_multiclass,win_15,val,0.53125,64.0,64.0,34.0,0.0,16.0,0.0,14.0
logit,multiclass,logit_multiclass,win_15,test,0.53125,64.0,58.0,37.0,1.0,11.0,5.0,16.0
logit,multiclass,logit_multiclass,win_16,train,0.5039745627980922,1258.0,1211.0,624.0,36.0,341.0,11.0,293.0
logit,multiclass,logit_multiclass,win_16,val,0.578125,64.0,64.0,37.0,0.0,11.0,0.0,16.0
logit,multiclass,logit_multiclass,win_16,test,0.5555555555555556,63.0,62.0,35.0,0.0,12.0,1.0,16.0
logit,multiclass,logit_multiclass,win_17,train,0.5051628276409849,1259.0,1200.0,626.0,35.0,340.0,24.0,293.0
logit,multiclass,logit_multiclass,win_17,val,0.5555555555555556,63.0,63.0,35.0,0.0,12.0,0.0,16.0
logit,multiclass,logit_multiclass,win_17,test,0.3387096774193548,62.0,29.0,22.0,20.0,18.0,13.0,22.0
logit,multiclass,logit_multiclass,win_18,train,0.6115965051628276,1259.0,1249.0,768.0,4.0,249.0,6.0,242.0
logit,multiclass,logit_multiclass,win_18,val,0.45161290322580644,62.0,51.0,24.0,0.0,16.0,11.0,22.0
logit,multiclass,logit_multiclass,win_18,test,0.47619047619047616,63.0,63.0,30.0,0.0,14.0,0.0,19.0
logit,multiclass,logit_multiclass,win_19,train,0.5146942017474185,1259.0,1187.0,639.0,28.0,322.0,44.0,298.0
logit,multiclass,logit_multiclass,win_19,val,0.38095238095238093,63.0,57.0,22.0,0.0,20.0,6.0,21.0
logit,multiclass,logit_multiclass,win_19,test,0.30158730158730157,63.0,61.0,19.0,2.0,20.0,0.0,24.0
logit,multiclass,logit_multiclass,win_20,train,0.7633042096902304,1259.0,1250.0,960.0,0.0,151.0,9.0,148.0
logit,multiclass,logit_multiclass,win_20,val,0.4444444444444444,63.0,57.0,31.0,4.0,10.0,2.0,22.0
logit,multiclass,logit_multiclass,win_20,test,0.6349206349206349,63.0,62.0,41.0,0.0,9.0,1.0,13.0
logit,multiclass,logit_multiclass,win_21,train,0.5138999205718825,1259.0,1167.0,640.0,26.0,322.0,66.0,297.0
logit,multiclass,logit_multiclass,win_21,val,0.3968253968253968,63.0,31.0,21.0,0.0,17.0,32.0,25.0
logit,multiclass,logit_multiclass,win_21,test,0.27419354838709675,62.0,0.0,28.0,0.0,17.0,62.0,17.0
logit,multiclass,logit_multiclass,win_22,train,0.6036536934074662,1259.0,1257.0,759.0,0.0,240.0,2.0,260.0
logit,multiclass,logit_multiclass,win_22,val,0.532258064516129,62.0,62.0,33.0,0.0,14.0,0.0,15.0
logit,multiclass,logit_multiclass,win_22,test,0.6349206349206349,63.0,63.0,40.0,0.0,16.0,0.0,7.0
logit,multiclass,logit_multiclass,win_23,train,0.7468253968253968,1260.0,1260.0,941.0,0.0,153.0,0.0,166.0
logit,multiclass,logit_multiclass,win_23,val,0.8095238095238095,63.0,63.0,51.0,0.0,8.0,0.0,4.0
logit,multiclass,logit_multiclass,win_23,test,0.8125,64.0,64.0,52.0,0.0,5.0,0.0,7.0
logit,multiclass,logit_multiclass,win_24,train,0.4960254372019078,1258.0,1160.0,628.0,42.0,319.0,56.0,311.0
logit,multiclass,logit_multiclass,win_24,val,0.5,64.0,63.0,33.0,0.0,12.0,1.0,19.0
logit,multiclass,logit_multiclass,win_24,test,0.42857142857142855,63.0,63.0,27.0,0.0,19.0,0.0,17.0
logit,multiclass,logit_multiclass,win_25,train,0.7511923688394276,1258.0,1258.0,945.0,0.0,151.0,0.0,162.0
logit,multiclass,logit_multiclass,win_25,val,0.7142857142857143,63.0,63.0,45.0,0.0,10.0,0.0,8.0
logit,multiclass,logit_multiclass,win_25,test,0.8064516129032258,62.0,62.0,50.0,0.0,6.0,0.0,6.0
logit,multiclass,logit_multiclass,win_26,train,0.4944356120826709,1258.0,1167.0,633.0,46.0,304.0,45.0,321.0
logit,multiclass,logit_multiclass,win_26,val,0.43548387096774194,62.0,58.0,27.0,0.0,16.0,4.0,19.0
logit,multiclass,logit_multiclass,win_26,test,0.5555555555555556,63.0,63.0,35.0,0.0,12.0,0.0,16.0
logit,multiclass,logit_multiclass,win_27,train,0.7434471803018269,1259.0,1259.0,936.0,0.0,157.0,0.0,166.0
logit,multiclass,logit_multiclass,win_27,val,0.873015873015873,63.0,63.0,55.0,0.0,5.0,0.0,3.0
logit,multiclass,logit_multiclass,win_27,test,0.796875,64.0,64.0,51.0,0.0,4.0,0.0,9.0
logit,multiclass,logit_multiclass,win_28,train,0.7472178060413355,1258.0,1258.0,940.0,0.0,155.0,0.0,163.0
logit,multiclass,logit_multiclass,win_28,val,0.796875,64.0,64.0,51.0,0.0,4.0,0.0,9.0
logit,multiclass,logit_multiclass,win_28,test,0.6825396825396826,63.0,63.0,43.0,0.0,15.0,0.0,5.0
logit,multiclass,logit_multiclass,win_29,train,0.7527821939586645,1258.0,1258.0,947.0,0.0,150.0,0.0,161.0
logit,multiclass,logit_multiclass,win_29,val,0.6825396825396826,63.0,63.0,43.0,0.0,15.0,0.0,5.0
logit,multiclass,logit_multiclass,win_29,test,0.7704918032786885,61.0,61.0,47.0,0.0,7.0,0.0,7.0
logit,multiclass,logit_multiclass,win_30,train,0.7480127186009539,1258.0,1258.0,941.0,0.0,159.0,0.0,158.0
logit,multiclass,logit_multiclass,win_30,val,0.7868852459016393,61.0,61.0,48.0,0.0,6.0,0.0,7.0
logit,multiclass,logit_multiclass,win_30,test,0.7777777777777778,63.0,63.0,49.0,0.0,8.0,0.0,6.0
logit,multiclass,logit_multiclass,win_31,train,0.7480127186009539,1258.0,1258.0,941.0,0.0,155.0,0.0,162.0
logit,multiclass,logit_multiclass,win_31,val,0.7777777777777778,63.0,63.0,49.0,0.0,8.0,0.0,6.0
logit,multiclass,logit_multiclass,win_31,test,0.859375,64.0,64.0,55.0,0.0,5.0,0.0,4.0
logit,multiclass,logit_multiclass,win_32,train,0.7438345266507558,1257.0,1257.0,935.0,0.0,159.0,0.0,163.0
logit,multiclass,logit_multiclass,win_32,val,0.859375,64.0,64.0,55.0,0.0,5.0,0.0,4.0
logit,multiclass,logit_multiclass,win_32,test,0.8253968253968254,63.0,63.0,52.0,0.0,5.0,0.0,6.0
logit,multiclass,logit_multiclass,win_33,train,0.5003977724741447,1257.0,1221.0,625.0,6.0,303.0,30.0,329.0
logit,multiclass,logit_multiclass,win_33,val,0.5555555555555556,63.0,63.0,35.0,0.0,14.0,0.0,14.0
logit,multiclass,logit_multiclass,win_33,test,0.36507936507936506,63.0,63.0,23.0,0.0,29.0,0.0,11.0
logit,multiclass,logit_multiclass,win_34,train,0.7527821939586645,1258.0,1258.0,947.0,0.0,155.0,0.0,156.0
logit,multiclass,logit_multiclass,win_34,val,0.6825396825396826,63.0,63.0,43.0,0.0,14.0,0.0,6.0
logit,multiclass,logit_multiclass,win_34,test,0.5396825396825397,63.0,63.0,34.0,0.0,17.0,0.0,12.0
logit,multiclass,logit_multiclass,win_35,train,0.7603174603174603,1260.0,1260.0,958.0,0.0,153.0,0.0,149.0
logit,multiclass,logit_multiclass,win_35,val,0.5396825396825397,63.0,63.0,34.0,0.0,17.0,0.0,12.0
logit,multiclass,logit_multiclass,win_35,test,0.75,64.0,64.0,48.0,0.0,6.0,0.0,10.0
logit,multiclass,logit_multiclass,win_36,train,0.749801429706116,1259.0,1259.0,944.0,0.0,161.0,0.0,154.0
logit,multiclass,logit_multiclass,win_36,val,0.75,64.0,64.0,48.0,0.0,6.0,0.0,10.0
logit,multiclass,logit_multiclass,win_36,test,0.6349206349206349,63.0,63.0,40.0,0.0,9.0,0.0,14.0
logit,multiclass,logit_multiclass,win_37,train,0.5075456711675933,1259.0,1257.0,638.0,0.0,305.0,2.0,316.0
logit,multiclass,logit_multiclass,win_37,val,0.36507936507936506,63.0,42.0,23.0,0.0,19.0,21.0,21.0
logit,multiclass,logit_multiclass,win_37,test,0.38333333333333336,60.0,43.0,22.0,0.0,20.0,17.0,18.0
logit,multiclass,logit_multiclass,win_38,train,0.6735504368546466,1259.0,1259.0,848.0,0.0,200.0,0.0,211.0
logit,multiclass,logit_multiclass,win_38,val,0.6,60.0,60.0,36.0,0.0,13.0,0.0,11.0
logit,multiclass,logit_multiclass,win_38,test,0.7142857142857143,63.0,63.0,45.0,0.0,9.0,0.0,9.0
logit,multiclass,logit_multiclass,win_39,train,0.5019888623707239,1257.0,1185.0,630.0,37.0,315.0,35.0,312.0
logit,multiclass,logit_multiclass,win_39,val,0.42857142857142855,63.0,53.0,30.0,0.0,18.0,10.0,15.0
logit,multiclass,logit_multiclass,win_39,test,0.5714285714285714,63.0,63.0,36.0,0.0,10.0,0.0,17.0
logit,multiclass,logit_multiclass,win_40,train,0.747016706443914,1257.0,1257.0,939.0,0.0,163.0,0.0,155.0
logit,multiclass,logit_multiclass,win_40,val,0.8095238095238095,63.0,63.0,51.0,0.0,5.0,0.0,7.0
logit,multiclass,logit_multiclass,win_40,test,0.8253968253968254,63.0,63.0,52.0,0.0,5.0,0.0,6.0
nn,multiclass,nn_multiclass,win_01,train,0.7480127186009539,1258.0,1070.0,841.0,91.0,193.0,97.0,224.0
nn,multiclass,nn_multiclass,win_01,val,0.7619047619047619,63.0,53.0,44.0,10.0,14.0,0.0,5.0
nn,multiclass,nn_multiclass,win_01,test,0.6065573770491803,61.0,61.0,37.0,0.0,11.0,0.0,13.0
nn,multiclass,nn_multiclass,win_02,train,0.8966613672496025,1258.0,893.0,847.0,176.0,195.0,189.0,216.0
nn,multiclass,nn_multiclass,win_02,val,0.8524590163934426,61.0,42.0,37.0,9.0,11.0,10.0,13.0
nn,multiclass,nn_multiclass,win_02,test,0.16923076923076924,65.0,11.0,49.0,24.0,10.0,30.0,6.0
nn,multiclass,nn_multiclass,win_03,train,0.8910103420843277,1257.0,1037.0,938.0,112.0,152.0,108.0,167.0
nn,multiclass,nn_multiclass,win_03,val,0.9692307692307692,65.0,54.0,53.0,5.0,6.0,6.0,6.0
nn,multiclass,nn_multiclass,win_03,test,0.75,64.0,50.0,59.0,1.0,4.0,13.0,1.0
nn,multiclass,nn_multiclass,win_04,train,0.739268680445151,1258.0,695.0,618.0,298.0,305.0,265.0,335.0
nn,multiclass,nn_multiclass,win_04,val,0.78125,64.0,53.0,43.0,9.0,15.0,2.0,6.0
nn,multiclass,nn_multiclass,win_04,test,0.4603174603174603,63.0,52.0,34.0,11.0,18.0,0.0,11.0
nn,multiclass,nn_multiclass,win_05,train,0.8640699523052464,1258.0,929.0,838.0,173.0,200.0,156.0,220.0
nn,multiclass,nn_multiclass,win_05,val,0.9206349206349206,63.0,52.0,47.0,8.0,11.0,3.0,5.0
nn,multiclass,nn_multiclass,win_05,test,0.22950819672131148,61.0,19.0,44.0,41.0,6.0,1.0,11.0
nn,multiclass,nn_multiclass,win_06,train,0.760731319554849,1258.0,1223.0,942.0,14.0,157.0,21.0,159.0
nn,multiclass,nn_multiclass,win_06,val,0.7704918032786885,61.0,60.0,47.0,0.0,5.0,1.0,9.0
nn,multiclass,nn_multiclass,win_06,test,0.671875,64.0,64.0,43.0,0.0,10.0,0.0,11.0
nn,multiclass,nn_multiclass,win_07,train,0.8233890214797136,1257.0,723.0,630.0,277.0,308.0,257.0,319.0
nn,multiclass,nn_multiclass,win_07,val,0.890625,64.0,35.0,30.0,15.0,17.0,14.0,17.0
nn,multiclass,nn_multiclass,win_07,test,0.546875,64.0,53.0,37.0,1.0,14.0,10.0,13.0
nn,multiclass,nn_multiclass,win_08,train,0.7247414478918058,1257.0,734.0,623.0,291.0,312.0,232.0,322.0
nn,multiclass,nn_multiclass,win_08,val,0.75,64.0,45.0,37.0,10.0,14.0,9.0,13.0
nn,multiclass,nn_multiclass,win_08,test,0.36507936507936506,63.0,25.0,32.0,0.0,17.0,38.0,14.0
nn,multiclass,nn_multiclass,win_09,train,0.711217183770883,1257.0,1139.0,838.0,58.0,206.0,60.0,213.0
nn,multiclass,nn_multiclass,win_09,val,0.746031746031746,63.0,60.0,46.0,0.0,10.0,3.0,7.0
nn,multiclass,nn_multiclass,win_09,test,0.6885245901639344,61.0,61.0,42.0,0.0,12.0,0.0,7.0
nn,multiclass,nn_multiclass,win_10,train,0.7680698967434472,1259.0,1041.0,842.0,123.0,209.0,95.0,208.0
nn,multiclass,nn_multiclass,win_10,val,0.7704918032786885,61.0,54.0,42.0,5.0,12.0,2.0,7.0
nn,multiclass,nn_multiclass,win_10,test,0.4375,64.0,33.0,41.0,10.0,9.0,21.0,14.0
nn,multiclass,nn_multiclass,win_11,train,0.5329626687847498,1259.0,1073.0,630.0,78.0,322.0,108.0,307.0
nn,multiclass,nn_multiclass,win_11,val,0.453125,64.0,53.0,31.0,2.0,16.0,9.0,17.0
nn,multiclass,nn_multiclass,win_11,test,0.28125,64.0,38.0,25.0,2.0,26.0,24.0,13.0
nn,multiclass,nn_multiclass,win_12,train,0.8387609213661636,1259.0,851.0,762.0,220.0,253.0,188.0,244.0
nn,multiclass,nn_multiclass,win_12,val,0.90625,64.0,36.0,32.0,20.0,21.0,8.0,11.0
nn,multiclass,nn_multiclass,win_12,test,0.4032258064516129,62.0,49.0,22.0,2.0,14.0,11.0,26.0
nn,multiclass,nn_multiclass,win_13,train,0.5996822875297856,1259.0,878.0,642.0,210.0,334.0,171.0,283.0
nn,multiclass,nn_multiclass,win_13,val,0.6774193548387096,62.0,19.0,18.0,11.0,18.0,32.0,26.0
nn,multiclass,nn_multiclass,win_13,test,0.39344262295081966,61.0,4.0,20.0,17.0,24.0,40.0,17.0
nn,multiclass,nn_multiclass,win_14,train,0.8362480127186009,1258.0,950.0,852.0,166.0,208.0,142.0,198.0
nn,multiclass,nn_multiclass,win_14,val,0.8360655737704918,61.0,34.0,32.0,17.0,18.0,10.0,11.0
nn,multiclass,nn_multiclass,win_14,test,0.640625,64.0,58.0,47.0,3.0,8.0,3.0,9.0
nn,multiclass,nn_multiclass,win_15,train,0.6812400635930048,1258.0,1203.0,839.0,30.0,218.0,25.0,201.0
nn,multiclass,nn_multiclass,win_15,val,0.734375,64.0,64.0,47.0,0.0,8.0,0.0,9.0
nn,multiclass,nn_multiclass,win_15,test,0.515625,64.0,43.0,42.0,12.0,10.0,9.0,12.0
nn,multiclass,nn_multiclass,win_16,train,0.7480127186009539,1258.0,721.0,624.0,300.0,341.0,237.0,293.0
nn,multiclass,nn_multiclass,win_16,val,0.75,64.0,38.0,37.0,10.0,11.0,16.0,16.0
nn,multiclass,nn_multiclass,win_16,test,0.3333333333333333,63.0,22.0,35.0,29.0,12.0,12.0,16.0
nn,multiclass,nn_multiclass,win_17,train,0.868943606036537,1259.0,813.0,752.0,234.0,262.0,212.0,245.0
nn,multiclass,nn_multiclass,win_17,val,0.873015873015873,63.0,47.0,41.0,7.0,9.0,9.0,13.0
nn,multiclass,nn_multiclass,win_17,test,0.2903225806451613,62.0,16.0,24.0,30.0,16.0,16.0,22.0
nn,multiclass,nn_multiclass,win_18,train,0.767275615567911,1259.0,1247.0,961.0,2.0,160.0,10.0,138.0
nn,multiclass,nn_multiclass,win_18,val,0.5806451612903226,62.0,50.0,29.0,2.0,13.0,10.0,20.0
nn,multiclass,nn_multiclass,win_18,test,0.6031746031746031,63.0,63.0,38.0,0.0,8.0,0.0,17.0
nn,multiclass,nn_multiclass,win_19,train,0.6521048451151708,1259.0,1082.0,763.0,82.0,247.0,95.0,249.0
nn,multiclass,nn_multiclass,win_19,val,0.6507936507936508,63.0,41.0,30.0,6.0,14.0,16.0,19.0
nn,multiclass,nn_multiclass,win_19,test,0.42857142857142855,63.0,63.0,27.0,0.0,13.0,0.0,23.0
nn,multiclass,nn_multiclass,win_20,train,0.6211278792692613,1259.0,887.0,642.0,179.0,322.0,193.0,295.0
nn,multiclass,nn_multiclass,win_20,val,0.6507936507936508,63.0,19.0,19.0,23.0,20.0,21.0,24.0
nn,multiclass,nn_multiclass,win_20,test,0.25396825396825395,63.0,6.0,20.0,45.0,18.0,12.0,25.0
nn,multiclass,nn_multiclass,win_21,train,0.8800635424940428,1259.0,865.0,765.0,195.0,250.0,199.0,244.0
nn,multiclass,nn_multiclass,win_21,val,0.9047619047619048,63.0,33.0,28.0,11.0,12.0,19.0,23.0
nn,multiclass,nn_multiclass,win_21,test,0.3870967741935484,62.0,37.0,33.0,3.0,14.0,22.0,15.0
nn,multiclass,nn_multiclass,win_22,train,0.931691818903892,1259.0,799.0,759.0,223.0,240.0,237.0,260.0
nn,multiclass,nn_multiclass,win_22,val,0.9354838709677419,62.0,37.0,33.0,12.0,14.0,13.0,15.0
nn,multiclass,nn_multiclass,win_22,test,0.31746031746031744,63.0,28.0,40.0,4.0,16.0,31.0,7.0
nn,multiclass,nn_multiclass,win_23,train,0.7563492063492063,1260.0,1062.0,842.0,82.0,201.0,116.0,217.0
nn,multiclass,nn_multiclass,win_23,val,0.7301587301587301,63.0,59.0,44.0,3.0,12.0,1.0,7.0
nn,multiclass,nn_multiclass,win_23,test,0.53125,64.0,35.0,47.0,21.0,7.0,8.0,10.0
nn,multiclass,nn_multiclass,win_24,train,0.6796502384737679,1258.0,783.0,628.0,245.0,319.0,230.0,311.0
nn,multiclass,nn_multiclass,win_24,val,0.65625,64.0,46.0,33.0,8.0,12.0,10.0,19.0
nn,multiclass,nn_multiclass,win_24,test,0.3492063492063492,63.0,30.0,27.0,21.0,19.0,12.0,17.0
nn,multiclass,nn_multiclass,win_25,train,0.7813990461049285,1258.0,863.0,759.0,181.0,232.0,214.0,267.0
nn,multiclass,nn_multiclass,win_25,val,0.746031746031746,63.0,39.0,33.0,12.0,15.0,12.0,15.0
nn,multiclass,nn_multiclass,win_25,test,0.3709677419354839,62.0,9.0,31.0,28.0,14.0,25.0,17.0
nn,multiclass,nn_multiclass,win_26,train,0.7178060413354531,1258.0,1130.0,845.0,41.0,194.0,87.0,219.0
nn,multiclass,nn_multiclass,win_26,val,0.6451612903225806,62.0,59.0,39.0,0.0,10.0,3.0,13.0
nn,multiclass,nn_multiclass,win_26,test,0.7777777777777778,63.0,62.0,50.0,0.0,7.0,1.0,6.0
nn,multiclass,nn_multiclass,win_27,train,0.670373312152502,1259.0,1031.0,751.0,79.0,237.0,149.0,271.0
nn,multiclass,nn_multiclass,win_27,val,0.746031746031746,63.0,57.0,42.0,3.0,10.0,3.0,11.0
nn,multiclass,nn_multiclass,win_27,test,0.703125,64.0,63.0,44.0,0.0,7.0,1.0,13.0
nn,multiclass,nn_multiclass,win_28,train,0.8282988871224165,1258.0,875.0,749.0,175.0,236.0,208.0,273.0
nn,multiclass,nn_multiclass,win_28,val,0.84375,64.0,54.0,44.0,4.0,7.0,6.0,13.0
nn,multiclass,nn_multiclass,win_28,test,0.2222222222222222,63.0,8.0,33.0,4.0,23.0,51.0,7.0
nn,multiclass,nn_multiclass,win_29,train,0.7782193958664547,1258.0,882.0,758.0,160.0,229.0,216.0,271.0
nn,multiclass,nn_multiclass,win_29,val,0.746031746031746,63.0,42.0,34.0,17.0,22.0,4.0,7.0
nn,multiclass,nn_multiclass,win_29,test,0.5081967213114754,61.0,47.0,37.0,14.0,13.0,0.0,11.0
nn,multiclass,nn_multiclass,win_30,train,0.9538950715421304,1258.0,860.0,842.0,191.0,198.0,207.0,218.0
nn,multiclass,nn_multiclass,win_30,val,0.8852459016393442,61.0,45.0,42.0,9.0,10.0,7.0,9.0
nn,multiclass,nn_multiclass,win_30,test,0.6031746031746031,63.0,60.0,39.0,0.0,12.0,3.0,12.0
nn,multiclass,nn_multiclass,win_31,train,0.8426073131955485,1258.0,830.0,755.0,199.0,237.0,229.0,266.0
nn,multiclass,nn_multiclass,win_31,val,0.8888888888888888,63.0,44.0,37.0,10.0,12.0,9.0,14.0
nn,multiclass,nn_multiclass,win_31,test,0.5625,64.0,54.0,41.0,1.0,14.0,9.0,9.0
nn,multiclass,nn_multiclass,win_32,train,0.801909307875895,1257.0,981.0,837.0,158.0,198.0,118.0,222.0
nn,multiclass,nn_multiclass,win_32,val,0.84375,64.0,56.0,48.0,5.0,9.0,3.0,7.0
nn,multiclass,nn_multiclass,win_32,test,0.36507936507936506,63.0,26.0,45.0,12.0,8.0,25.0,10.0
nn,multiclass,nn_multiclass,win_33,train,0.6793953858392999,1257.0,1206.0,839.0,12.0,195.0,39.0,223.0
nn,multiclass,nn_multiclass,win_33,val,0.7142857142857143,63.0,63.0,45.0,0.0,8.0,0.0,10.0
nn,multiclass,nn_multiclass,win_33,test,0.2698412698412698,63.0,22.0,33.0,0.0,21.0,41.0,9.0
nn,multiclass,nn_multiclass,win_34,train,0.8044515103338633,1258.0,1133.0,947.0,56.0,155.0,69.0,156.0
nn,multiclass,nn_multiclass,win_34,val,0.8571428571428571,63.0,48.0,43.0,11.0,14.0,4.0,6.0
nn,multiclass,nn_multiclass,win_34,test,0.5555555555555556,63.0,52.0,34.0,8.0,17.0,3.0,12.0
nn,multiclass,nn_multiclass,win_35,train,0.7333333333333333,1260.0,754.0,642.0,261.0,305.0,245.0,313.0
nn,multiclass,nn_multiclass,win_35,val,0.746031746031746,63.0,15.0,19.0,31.0,26.0,17.0,18.0
nn,multiclass,nn_multiclass,win_35,test,0.46875,64.0,32.0,30.0,17.0,14.0,15.0,20.0
nn,multiclass,nn_multiclass,win_36,train,0.675933280381255,1259.0,1019.0,755.0,110.0,250.0,130.0,254.0
nn,multiclass,nn_multiclass,win_36,val,0.71875,64.0,53.0,39.0,1.0,9.0,10.0,16.0
nn,multiclass,nn_multiclass,win_36,test,0.4126984126984127,63.0,54.0,31.0,5.0,14.0,4.0,18.0
nn,multiclass,nn_multiclass,win_37,train,0.6393963463065926,1259.0,1153.0,761.0,54.0,246.0,52.0,252.0
nn,multiclass,nn_multiclass,win_37,val,0.5714285714285714,63.0,48.0,32.0,2.0,14.0,13.0,17.0
nn,multiclass,nn_multiclass,win_37,test,0.43333333333333335,60.0,51.0,31.0,0.0,16.0,9.0,13.0
nn,multiclass,nn_multiclass,win_38,train,0.8594122319301033,1259.0,853.0,760.0,196.0,245.0,210.0,254.0
nn,multiclass,nn_multiclass,win_38,val,0.9166666666666666,60.0,32.0,31.0,14.0,16.0,14.0,13.0
nn,multiclass,nn_multiclass,win_38,test,0.4126984126984127,63.0,25.0,38.0,29.0,14.0,9.0,11.0
nn,multiclass,nn_multiclass,win_39,train,0.9276054097056484,1257.0,796.0,755.0,243.0,252.0,218.0,250.0
nn,multiclass,nn_multiclass,win_39,val,0.9682539682539683,63.0,39.0,37.0,15.0,15.0,9.0,11.0
nn,multiclass,nn_multiclass,win_39,test,0.31746031746031744,63.0,19.0,40.0,28.0,7.0,16.0,16.0
nn,multiclass,nn_multiclass,win_40,train,0.86793953858393,1257.0,1043.0,939.0,108.0,163.0,106.0,155.0
nn,multiclass,nn_multiclass,win_40,val,0.9047619047619048,63.0,57.0,51.0,3.0,5.0,3.0,7.0
nn,multiclass,nn_multiclass,win_40,test,0.6507936507936508,63.0,47.0,52.0,2.0,5.0,14.0,6.0
